Name,Reviews,Contact,Website,Location
Cielito Lindo,240 reviews,(415) 742-0959,,"3450 Balboa St,San Francisco, CA 94121,35th Ave & 36th Ave,Outer Richmond"
Hoshinoya,166 reviews,(415) 610-3929,http://www.hoshinoyasf.com,"1740 Buchanan St,San Francisco, CA 94115,Post St & Sutter St,Japantown, Lower Pacific Heights"
Yuanbao Jiaozi,472 reviews,(415) 702-6506,https://yuanbaojiaozisf.com,"2110 Irving St,San Francisco, CA 94122,22nd Ave & 23rd Ave,Outer Sunset"
Barrio Chino,89 reviews,(415) 400-4522,http://www.barriochinosf.com,"2030 Lombard St,San Francisco, CA 94123,Webster St & United States Highway 101,Marina/Cow Hollow"
Ernest,250 reviews,(415) 829-2961,https://www.ernestsf.com,"1890 Bryant St,Ste 100,San Francisco, CA 94110,Mariposa St & 17th St,Mission"
3rd Cousin,373 reviews,(415) 814-3709,http://www.3rdcousinsf.com/,"919 Cortland Ave,San Francisco, CA 94110,Folsom St & Gates St,Bernal Heights"
Uncle Boy's,717 reviews,(415) 742-4468,https://uncleboys.com,"245 Balboa St,San Francisco, CA 94118,4th Ave & 3rd Ave,Inner Richmond"
Saucy Asian,401 reviews,(415) 834-5555,https://www.saucyasian.com,"3801 17th St,San Francisco, CA 94114,Sanchez St & Prosper St,Castro"
Outerlands,2320 reviews,(415) 661-6140,http://outerlandssf.com,"4001 Judah St,San Francisco, CA 94122,45th Ave & 46th Ave,Outer Sunset"
Kokkari Estiatorio,4893 reviews,(415) 981-0983,http://www.kokkari.com,"200 Jackson St,San Francisco, CA 94111,Front St & Battery St,Financial District"
Hai Ky Noodles,1090 reviews,(415) 771-2577,http://www.haikynoodles.com,"707 Ellis St,San Francisco, CA 94109,Larkin St & Polk St,Tenderloin"
Smokin’ Warehouse Barbecue,94 reviews,(415) 440-0088,https://www.smokinwarehousebbq…,"3336 Sacramento St,San Francisco, CA 94118,Walnut St & Presidio Ave,Presidio Heights"
Tadu Ethiopian Kitchen,383 reviews,(415) 655-9344,http://taduethiopiankitchen.co…,"1120-30 4th St,San Francisco, CA 94158,Mission Bay"
Ushi Taro Ramen,391 reviews,(415) 702-6014,https://ushi-taro-ramen.square…,"1382 9th Ave,San Francisco, CA 94122,Irving St & Judah St,Inner Sunset"
Wicked 6 Bar & Bites,9 reviews,(415) 757-0855,http://www.wicked6bar.com,"4092 18th St,San Francisco, CA 94114,Hartford St & Castro St,Castro"
Akshar Home Made Food,3 reviews,(480) 330-5490,http://aksharweeklytiffin.com,"Colma, CA 94017"
Birdsong,350 reviews,(415) 369-9161,http://www.birdsongsf.com,"1085 Mission St,San Francisco, CA 94103,7th St & 6th St,SoMa"
Cantina Los Mayas,28 reviews,,,"431 Balboa St,San Francisco, CA 94118,6th Ave & 5th Ave,Inner Richmond"
Donaji ,73 reviews,(415) 829-3569,https://www.donajisf.com,"3161 24th St,San Francisco, CA 94110,Van Ness Ave & Shotwell St,Mission"
House Of Pancakes,1104 reviews,(415) 681-8388,,"937 Taraval St,San Francisco, CA 94116,19th Ave & 20th Ave,Parkside"
El Techo,2458 reviews,(415) 550-6970,http://eltechosf.com,"2516 Mission St,San Francisco, CA 94110,21st St & 22nd St,Mission"
IZUMIYA,102 reviews,(415) 441-6867,https://www.izumiyaonline.com,"1581 Webster St,Ste 270,San Francisco, CA 94115,Post St & Geary Blvd,Japantown, Lower Pacific Heights"
Aria Korean Street Food,1100 reviews,(415) 292-6914,https://ariasf.com,"932 Larkin St,San Francisco, CA 94109,Post St & Geary St,Lower Nob Hill"
Rich Table,1415 reviews,(415) 355-9085,http://www.richtablesf.com,"199 Gough St,San Francisco, CA 94102,Oak St & Lily St,Hayes Valley"
Yummy Dumpling,175 reviews,(415) 753-9308,,"1708 Irving St,San Francisco, CA 94122,19th Ave & 18th Ave,Inner Sunset"
Kui Shin Bo,877 reviews,(415) 922-9575,http://www.kuishinborestaurant…,"22 Peace Plz,Fl 2,San Francisco, CA 94115,Japantown, Lower Pacific Heights"
Fiorella - Sunset,122 reviews,(415) 404-6997,http://www.fiorella-sf.com,"1240 9th Ave,San Francisco, CA 94122,Lincoln Way & Irving St,Inner Sunset"
PoBoys Kitchen,160 reviews,(415) 525-4088,https://poboyskitchen.com,"317 Connecticut St,San Francisco, CA 94107,18th St & 19th St,Potrero Hill"
La Mediterranee,632 reviews,(415) 431-7210,http://lamednoe.com,"288 Noe St,San Francisco, CA 94114,Beaver St & 16th St,Duboce Triangle"
Kaiju Eats Ramen and Izakaya,867 reviews,(415) 742-4309,https://kaijueatssf.com,"3409 Geary Blvd,San Francisco, CA 94118,Commonwealth Ave & Stanyan St,Laurel Heights, Inner Richmond"
Han Il Kwan,1779 reviews,(415) 752-4447,,"1802 Balboa St,San Francisco, CA 94121,19th Ave & 20th Ave,Outer Richmond"
Seven Hills,1185 reviews,(415) 775-1550,http://www.sevenhillssf.com,"1896 Hyde St,San Francisco, CA 94109,Green St & Vallejo St,Russian Hill"
Mensho Tokyo SF,2566 reviews,(415) 800-8345,http://mensho.tokyo,"672 Geary St,San Francisco, CA 94102,Jones St & Leavenworth St,Lower Nob Hill"
Barrio Ghirardelli Square,87 reviews,(415) 741-2000,http://barriosf.com,"900 North Point,San Francisco, CA 94109,Russian Hill, Fisherman's Wharf"
Betty Lou's Seafood and Grill,940 reviews,(415) 757-0569,http://www.bettyloussf.com,"318 Columbus Ave,San Francisco, CA 94133,Broadway St & Vallejo St,North Beach/Telegraph Hill, Russian Hill"
Arepas En Bici,46 reviews,(415) 660-0303,https://www.arepasenbici.com,"San Francisco, CA 94109,Lower Nob Hill"
Izakaya Sozai,2133 reviews,(415) 371-9721,http://www.izakayasozai.com/,"1500 Irving St,San Francisco, CA 94122,17th Ave & 16th Ave,Inner Sunset"
InoVino,189 reviews,(415) 681-3770,http://inovinosanfrancisco.com,"108B Carl St,San Francisco, CA 94117,Cole St & Shrader St,Cole Valley"
Burma Love,1473 reviews,(415) 861-2100,https://burmalove.co,"211 Valencia St,San Francisco, CA 94103,Duboce Ave & Clinton Park,Mission"
Limón,3419 reviews,(415) 821-2134,http://www.limonrotisserie.com,"1001 S Van Ness Ave,San Francisco, CA 94110,21st St & 22nd St,Mission"
The Codmother Fish & Chips,3198 reviews,(415) 606-9349,http://www.codmother.com,"496 Beach St,San Francisco, CA 94133,Jones St & Taylor St,Fisherman's Wharf, North Beach/Telegraph Hill"
Cafe Reverie,621 reviews,(415) 242-0200,https://www.reveriesf.com,"848 Cole St,San Francisco, CA 94117,Frederick St & Carl St,Cole Valley"
Nara Restaurant & Sake Bar,1789 reviews,(415) 638-6124,,"518 Haight St,San Francisco, CA 94117,Steiner St & Fillmore St,Lower Haight"
Ly's Vietnamese Cuisine,532 reviews,(415) 563-1927,http://www.lyspho.com,"1779 Lombard St,San Francisco, CA 94123,Octavia St & Laguna St,Marina/Cow Hollow"
Chong Qing Xiao Mian,1019 reviews,(415) 983-0888,https://www.chongqingxiaomian-…,"915 Kearny St,San Francisco, CA 94133,Jackson St & Columbus Ave,Chinatown"
Rooftop 25,227 reviews,(415) 495-5875,http://25lusk.com,"25 Lusk St,San Francisco, CA 94107,Townsend St,Mission Bay"
Uma Casa,325 reviews,(415) 829-2264,http://www.umacasarestaurant.c…,"1550 Church St,San Francisco, CA 94131,28th St & Duncan St,Noe Valley"
Souvla,165 reviews,(415) 400-5458,http://www.souvla.com,"2272 Chestnut St,San Francisco, CA 94123,Scott St & Avila St,Marina/Cow Hollow"
Khob Khun Thai Cuisine & Breakfast,133 reviews,(415) 379-4382,https://www.khobkhunsf.com,"3741 Geary Blvd,San Francisco, CA 94118,Arguello Blvd & 2nd Ave,Inner Richmond"
Kantine,297 reviews,(415) 735-7123,http://www.kantinesf.com,"1906 Market St,San Francisco, CA 94102,Buchanan St & Guerrero St,Hayes Valley, Duboce Triangle"
La Mediterranee,1643 reviews,(415) 921-2956,http://www.Cafelamedfillmore.c…,"2210 Fillmore St,San Francisco, CA 94115,Sacramento St & Clay St,Pacific Heights"
Fiorella -Clement,553 reviews,(415) 340-3049,http://www.fiorella-sf.com,"2339 Clement St,San Francisco, CA 94121,24th Ave & 25th Ave,Outer Richmond"
What The Cluck - Haight,226 reviews,(415) 702-6777,http://www.whatthecluckus.com,"1782 Haight St,San Francisco, CA 94117,Cole St & Shrader St,The Haight"
Mersea,997 reviews,,http://www.mersea.restaurant,"699 Ave Of The Palms,San Francisco, CA 94130"
Destapas,91 reviews,(415) 829-7045,http://destapas.com,"2708 24th St,San Francisco, CA 94110,Potrero Ave & Hampshire St,Mission"
Cassava,959 reviews,(415) 640-8990,http://www.cassavasf.com,"3519 Balboa St,San Francisco, CA 94121,37th Ave & 36th Ave,Outer Richmond"
The Ramp Restaurant,1236 reviews,(415) 621-2876,http://www.rampsf.com,"855 Terry A Francois Blvd,San Francisco, CA 94158,Mariposa St & Illinois St,Dogpatch, Potrero Hill"
Radhaus,344 reviews,,http://radhaussf.com,"2 Marina Blvd,Bldg A,San Francisco, CA 94123,Laguna St & Buchanan St,Marina/Cow Hollow"
Sweet Lime Thai Cuisine,552 reviews,(415) 674-7515,http://www.sweetlimethaicuisin…,"2100 Sutter St,San Francisco, CA 94115,Steiner St & Pierce St,Lower Pacific Heights"
Coqueta,2355 reviews,(415) 704-8866,http://www.coquetasf.com/,"The Embarcadero,Pier 5,San Francisco, CA 94111,Embarcadero"
Nippon Curry featuring Hinoya Curry,190 reviews,(415) 660-5170,http://www.nipponcurry.com,"3347 Fillmore St,San Francisco, CA 94123,United States Highway 101 & Lombard St,Marina/Cow Hollow"
Ox & Tiger,40 reviews,(415) 992-3827,http://www.oxandtiger.co,"552 Jones St,San Francisco, CA 94102,Ofarrell St & Geary St,Tenderloin"
Palette Tea House,1207 reviews,(415) 347-8888,https://paletteteahouse.com,"900 N Point St,Ste B-201A,San Francisco, CA 94109,Russian Hill, Fisherman's Wharf"
The Anchovy Bar,137 reviews,(415) 796-2710,http://www.theanchovybar.com,"1740 O'Farrell St,San Francisco, CA 94115,Fillmore St & Steiner St,Western Addition"
El Farolito,5226 reviews,(415) 824-7877,https://elfarolitosf.com,"2779 Mission St,San Francisco, CA 94110,24th St & 23rd St,Mission"
The Crew,498 reviews,(415) 665-8548,http://www.thecrewsf.com,"1330 Noriega St,San Francisco, CA 94122,21st Ave & 20th Ave,Outer Sunset"
Palette,164 reviews,(415) 865-0529,http://www.palette-sf.com,"816 Folsom St,San Francisco, CA 94107,5th St & 4th St,SoMa"
