Name,Reviews,Contact,Website,Location
Ushi Taro Ramen,391 reviews,(415) 702-6014,https://ushi-taro-ramen.square…,"1382 9th Ave,San Francisco, CA 94122,Irving St & Judah St,Inner Sunset"
Birdsong,350 reviews,(415) 369-9161,http://www.birdsongsf.com,"1085 Mission St,San Francisco, CA 94103,7th St & 6th St,SoMa"
Alimentari Aurora,17 reviews,,https://www.alimentariaurora.c…,"1415 18th St,San Francisco, CA 94107,Connecticut St & Missouri St,Potrero Hill"
Cielito Lindo,240 reviews,(415) 742-0959,,"3450 Balboa St,San Francisco, CA 94121,35th Ave & 36th Ave,Outer Richmond"
Oasis Grill,1308 reviews,(415) 781-0313,https://oasisgrill.com,"91 Drumm St,San Francisco, CA 94111,California St & Market St,Financial District"
Rich Table,1415 reviews,(415) 355-9085,http://www.richtablesf.com,"199 Gough St,San Francisco, CA 94102,Oak St & Lily St,Hayes Valley"
Aria Korean Street Food,1100 reviews,(415) 292-6914,https://ariasf.com,"932 Larkin St,San Francisco, CA 94109,Post St & Geary St,Lower Nob Hill"
Palm House,1134 reviews,(415) 749-9959,https://www.palmhousesf.com,"2032 Union St,San Francisco, CA 94123,Webster St & Buchanan St,Marina/Cow Hollow"
Breadbelly,398 reviews,(415) 349-0969,https://breadbellysf.com,"1408 Clement St,San Francisco, CA 94118,15th Ave & 16th Ave,Inner Richmond"
Yummy Dumpling,175 reviews,(415) 753-9308,,"1708 Irving St,San Francisco, CA 94122,19th Ave & 18th Ave,Inner Sunset"
Donaji ,73 reviews,(415) 829-3569,https://www.donajisf.com,"3161 24th St,San Francisco, CA 94110,Van Ness Ave & Shotwell St,Mission"
Kokkari Estiatorio,4893 reviews,(415) 981-0983,http://www.kokkari.com,"200 Jackson St,San Francisco, CA 94111,Front St & Battery St,Financial District"
Kui Shin Bo,877 reviews,(415) 922-9575,http://www.kuishinborestaurant…,"22 Peace Plz,Fl 2,San Francisco, CA 94115,Japantown, Lower Pacific Heights"
Uncle Boy's,717 reviews,(415) 742-4468,https://uncleboys.com,"245 Balboa St,San Francisco, CA 94118,4th Ave & 3rd Ave,Inner Richmond"
Outerlands,2320 reviews,(415) 661-6140,http://outerlandssf.com,"4001 Judah St,San Francisco, CA 94122,45th Ave & 46th Ave,Outer Sunset"
Barrio Ghirardelli Square,87 reviews,(415) 741-2000,http://barriosf.com,"900 North Point,San Francisco, CA 94109,Russian Hill, Fisherman's Wharf"
Mensho Tokyo SF,2566 reviews,(415) 800-8345,http://mensho.tokyo,"672 Geary St,San Francisco, CA 94102,Jones St & Leavenworth St,Lower Nob Hill"
Han Il Kwan,1779 reviews,(415) 752-4447,,"1802 Balboa St,San Francisco, CA 94121,19th Ave & 20th Ave,Outer Richmond"
Arepas En Bici,46 reviews,(415) 660-0303,https://www.arepasenbici.com,"San Francisco, CA 94109,Lower Nob Hill"
Betty Lou's Seafood and Grill,940 reviews,(415) 757-0569,http://www.bettyloussf.com,"318 Columbus Ave,San Francisco, CA 94133,Broadway St & Vallejo St,North Beach/Telegraph Hill, Russian Hill"
Cantina Los Mayas,28 reviews,,,"431 Balboa St,San Francisco, CA 94118,6th Ave & 5th Ave,Inner Richmond"
Fiorella - Sunset,122 reviews,(415) 404-6997,http://www.fiorella-sf.com,"1240 9th Ave,San Francisco, CA 94122,Inner Sunset"
Burma Superstar,7215 reviews,(415) 387-2147,http://www.burmasuperstar.com/,"309 Clement St,San Francisco, CA 94118,5th Ave & 4th Ave,Inner Richmond"
Cafe Réveille,176 reviews,,https://www.cafereveille.com/l…,"201 Steiner St,San Francisco, CA 94117,Laussat St & Waller St,Lower Haight"
Tadu Ethiopian Kitchen,383 reviews,(415) 655-9344,http://taduethiopiankitchen.co…,"1120-30 4th St,San Francisco, CA 94158,Mission Bay"
Uma Casa,325 reviews,(415) 829-2264,http://www.umacasarestaurant.c…,"1550 Church St,San Francisco, CA 94131,28th St & Duncan St,Noe Valley"
Cafe Reverie,621 reviews,(415) 242-0200,https://www.reveriesf.com,"848 Cole St,San Francisco, CA 94117,Frederick St & Carl St,Cole Valley"
Ly's Vietnamese Cuisine,532 reviews,(415) 563-1927,http://www.lyspho.com,"1779 Lombard St,San Francisco, CA 94123,Octavia St & Laguna St,Marina/Cow Hollow"
Chong Qing Xiao Mian,1019 reviews,(415) 983-0888,https://www.chongqingxiaomian-…,"915 Kearny St,San Francisco, CA 94133,Chinatown"
Burma Love,1473 reviews,(415) 861-2100,https://burmalove.co,"211 Valencia St,San Francisco, CA 94103,Duboce Ave & Clinton Park,Mission"
Rooftop 25,227 reviews,(415) 495-5875,http://25lusk.com,"25 Lusk St,San Francisco, CA 94107,Townsend St,Mission Bay"
Izakaya Sozai,2133 reviews,(415) 371-9721,http://www.izakayasozai.com/,"1500 Irving St,San Francisco, CA 94122,17th Ave & 16th Ave,Inner Sunset"
Kaiju Eats Ramen and Izakaya,867 reviews,(415) 742-4309,https://kaijueatssf.com,"3409 Geary Blvd,San Francisco, CA 94118,Commonwealth Ave & Stanyan St,Laurel Heights, Inner Richmond"
PoBoys Kitchen,160 reviews,(415) 525-4088,https://poboyskitchen.com,"317 Connecticut St,San Francisco, CA 94107,18th St & 19th St,Potrero Hill"
Seven Hills,1185 reviews,(415) 775-1550,http://www.sevenhillssf.com,"1896 Hyde St,San Francisco, CA 94109,Green St & Vallejo St,Russian Hill"
Destapas,91 reviews,(415) 829-7045,http://destapas.com,"2708 24th St,San Francisco, CA 94110,Potrero Ave & Hampshire St,Mission"
Nara Restaurant & Sake Bar,1789 reviews,(415) 638-6124,,"518 Haight St,San Francisco, CA 94117,Steiner St & Fillmore St,Lower Haight"
Cassava,959 reviews,(415) 640-8990,http://www.cassavasf.com,"3519 Balboa St,San Francisco, CA 94121,37th Ave & 36th Ave,Outer Richmond"
La Mediterranee,1643 reviews,(415) 921-2956,http://www.Cafelamedfillmore.c…,"2210 Fillmore St,San Francisco, CA 94115,Sacramento St & Clay St,Pacific Heights"
Limón,3419 reviews,(415) 821-2134,http://www.limonrotisserie.com,"1001 S Van Ness Ave,San Francisco, CA 94110,21st St & 22nd St,Mission"
InoVino,189 reviews,(415) 681-3770,http://inovinosanfrancisco.com,"108B Carl St,San Francisco, CA 94117,Cole St & Shrader St,Cole Valley"
De Afghanan Kabob House,505 reviews,(415) 800-8024,https://deafghanansf.com,"321 Kearny St,San Francisco, CA 94108,Pine St & Bush St,Chinatown"
The Codmother Fish & Chips,3198 reviews,(415) 606-9349,http://www.codmother.com,"496 Beach St,San Francisco, CA 94133,Jones St & Taylor St,Fisherman's Wharf, North Beach/Telegraph Hill"
Saucy Asian,401 reviews,(415) 834-5555,https://www.saucyasian.com,"3801 17th St,San Francisco, CA 94114,Sanchez St & Prosper St,Castro"
El Techo,2458 reviews,(415) 550-6970,http://eltechosf.com,"2516 Mission St,San Francisco, CA 94110,21st St & 22nd St,Mission"
IZUMIYA,102 reviews,(415) 441-6867,https://www.izumiyaonline.com,"1581 Webster St,Ste 270,San Francisco, CA 94115,Post St & Geary Blvd,Japantown, Lower Pacific Heights"
Ox & Tiger,40 reviews,(415) 992-3827,http://www.oxandtiger.co,"552 Jones St,San Francisco, CA 94102,Ofarrell St & Geary St,Tenderloin"
Palette,164 reviews,(415) 865-0529,http://www.palette-sf.com,"816 Folsom St,San Francisco, CA 94107,5th St & 4th St,SoMa"
La Mediterranee,632 reviews,(415) 431-7210,http://lamednoe.com,"288 Noe St,San Francisco, CA 94114,Beaver St & 16th St,Duboce Triangle"
Fiorella -Clement,553 reviews,(415) 340-3049,http://www.fiorella-sf.com,"2339 Clement St,San Francisco, CA 94121,24th Ave & 25th Ave,Outer Richmond"
The Crew,498 reviews,(415) 665-8548,http://www.thecrewsf.com,"1330 Noriega St,San Francisco, CA 94122,21st Ave & 20th Ave,Outer Sunset"
The Anchovy Bar,137 reviews,(415) 796-2710,http://www.theanchovybar.com,"1740 O'Farrell St,San Francisco, CA 94115,Fillmore St & Steiner St,Western Addition"
House Of Pancakes,1104 reviews,(415) 681-8388,,"937 Taraval St,San Francisco, CA 94116,19th Ave & 20th Ave,Parkside"
The Ramp Restaurant,1236 reviews,(415) 621-2876,http://www.rampsf.com,"855 Terry A Francois Blvd,San Francisco, CA 94158,Mariposa St & Illinois St,Dogpatch, Potrero Hill"
Mersea,997 reviews,,http://www.mersea.restaurant,"699 Ave Of The Palms,San Francisco, CA 94130"
AFICI,American (Traditional),(415) 537-1111,https://aficisf.com,"680 Folsom St,San Francisco, CA 94107,Hampton Pl & 3rd St,SoMa, Financial District"
Nippon Curry featuring Hinoya Curry,190 reviews,(415) 660-5170,http://www.nipponcurry.com,"3347 Fillmore St,San Francisco, CA 94123,United States Highway 101 & Lombard St,Marina/Cow Hollow"
Niku Steakhouse,429 reviews,(415) 829-7817,https://www.nikusteakhouse.com,"61 Division St,San Francisco, CA 94103"
Shokudou,69 reviews,(415) 800-6883,,"1000 Cortland Ave,San Francisco, CA 94110,Folsom St & Banks St,Bernal Heights"
Lime Tree Southeast Asian Kitchen,393 reviews,(415) 831-8811,,"836 Clement St,San Francisco, CA 94118,10th Ave & 9th Ave,Inner Richmond"
Woodhouse Fish,1771 reviews,(415) 437-2722,http://www.woodhousefish.com,"2073 Market St,San Francisco, CA 94114,Reservoir St & 14th St,Castro"
Loló,2363 reviews,(415) 643-5656,http://www.lolosf.com/,"974 Valencia St,San Francisco, CA 94110,21st St & Liberty St,Mission"
Palette Tea House,1207 reviews,(415) 347-8888,https://paletteteahouse.com,"900 N Point St,Ste B-201A,San Francisco, CA 94109,Russian Hill, Fisherman's Wharf"
Souvla,165 reviews,(415) 400-5458,http://www.souvla.com,"2272 Chestnut St,San Francisco, CA 94123,Scott St & Avila St,Marina/Cow Hollow"
Radhaus,344 reviews,,http://radhaussf.com,"2 Marina Blvd,Bldg A,San Francisco, CA 94123,Laguna St & Buchanan St,Marina/Cow Hollow"
El Farolito,5226 reviews,(415) 824-7877,https://elfarolitosf.com,"2779 Mission St,San Francisco, CA 94110,24th St & 23rd St,Mission"
